fecha;indicativo;nombre;provincia;altitud;tmed;prec;tmin;horatmin;tmax;horatmax;dir;velmedia;racha;horaracha;sol;presMax;horaPresMax;presMin;horaPresMin;mes;
01/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;0,5;0,0;-1,4;4:46;2,4;15:05;99;0,6;3,1;Varias;0,0;973,3;Varias;970,6;14;January;
02/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;1,8;0,0;-1,7;8:21;5,2;14:24;21;4,7;7,8;13:25;4,3;970,7;0;967,8;14;January;
03/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;0,6;0,2;-2,8;5:12;4,0;15:06;99;0,3;3,6;Varias;0,0;975,4;Varias;969,8;1;January;
04/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,2;Ip;0,1;2:08;10,4;13:25;1;2,5;9,7;11:17;3,9;976,5;Varias;973,9;24;January;
05/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,3;0,0;-3,1;23:58;9,7;14:00;99;0,8;4,2;Varias;7,9;973,9;0;967,5;24;January;
06/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,8;0,0;-4,8;5:17;12,4;15:12;20;1,9;6,7;10:45;8,1;972,5;Varias;966,9;1;January;
07/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,4;0,0;-2,6;0:49;9,3;15:25;24;0,8;3,1;10:37;3,4;973,5;Varias;970,5;15;January;
08/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,4;0,0;-0,6;Varias;15,5;15:03;22;1,1;6,1;23:32;6,9;971,6;Varias;968,0;15;January;
09/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,4;2,0;2,0;5:25;8,9;13:53;22;5,0;12,8;14:38;6,5;968,2;0;961,8;14;January;
10/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,8;0,1;0,3;23:10;9,3;14:27;36;1,7;9,2;13:07;1,5;973,1;Varias;966,1;0;January;
11/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;3,3;0,0;-3,7;23:04;10,3;14:57;99;1,7;3,6;Varias;6,1;973,3;Varias;969,4;15;January;
12/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;0,6;0,0;-3,4;0:00;4,5;15:36;99;0,8;2,5;Varias;2,6;972,5;Varias;968,2;24;January;
13/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,0;0,0;-2,3;3:49;10,2;14:48;99;3,3;15,0;Varias;5,8;968,2;0;959,6;19;January;
14/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,4;0,0;4,6;Varias;12,3;13:36;20;8,1;17,5;15:59;5,4;959,9;Varias;957,3;15;January;
15/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,0;0,0;1,5;23:21;12,4;15:33;22;4,2;9,2;13:54;3,1;964,7;Varias;958,2;1;January;
16/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,0;0,1;3,4;0:00;14,6;14:14;99;4,4;12,8;Varias;6,0;964,6;Varias;960,9;18;January;
17/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,4;0,0;-0,3;23:56;11,0;0:42;99;1,9;16,4;0:30;0,4;972,2;Varias;962,0;1;January;
18/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,0;17,5;-1,3;1:01;9,4;12:09;99;3,3;9,7;Varias;1,9;970,8;0;958,5;17;January;
19/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,4;0,1;2,3;23:51;6,6;11:55;2;7,5;19,7;Varias;3,6;972,9;Varias;961,4;0;January;
20/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;1,8;0,0;0,1;7:38;3,4;13:16;2;5,3;15,3;Varias;1,2;973,3;1;970,8;15;January;
21/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;2,6;0,2;0,5;2:01;4,7;23:52;5;5,3;11,7;8:21;0,0;971,4;0;964,8;24;January;
22/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,6;0,7;3,6;7:59;9,7;14:17;99;1,4;6,7;Varias;1,1;964,8;0;960,0;22;January;
23/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,0;Ip;2,2;1:54;7,9;14:19;99;1,4;5,8;Varias;0,6;960,9;Varias;958,2;14;January;
24/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,8;0,0;-0,1;8:05;9,6;13:31;99;2,5;7,8;Varias;2,6;961,5;Varias;959,1;16;January;
25/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,1;4,3;0,5;6:47;9,7;15:36;17;1,1;7,8;14:04;0,3;959,4;0;956,2;16;January;
26/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,9;0,0;-0,8;7:33;10,6;14:23;22;2,8;10,8;18:34;7,0;962,6;Varias;958,4;0;January;
27/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,9;0,0;6,7;0:02;11,1;Varias;23;7,2;16,4;23:18;0,1;961,5;0;955,3;16;January;
28/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,0;0,0;1,1;23:09;14,8;14:03;22;3,1;13,3;0:03;7,7;961,2;Varias;955,8;1;January;
29/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,6;4,9;1,3;0:00;15,9;13:05;99;3,1;11,7;Varias;1,5;962,7;Varias;959,5;16;January;
30/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,6;0,0;10,5;22:49;14,6;12:02;99;8,1;16,4;Varias;4,6;962,0;Varias;959,5;6;January;
31/01/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,0;0,3;4,1;7:07;17,9;12:53;23;4,2;15,0;23:42;7,7;963,0;Varias;958,7;24;January;
01/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;14,4;0,0;9,8;8:14;19,1;14:10;22;4,4;13,3;0:00;7,0;965,6;Varias;958,6;1;February;
02/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,4;0,0;7,6;23:59;19,2;13:12;26;6,1;13,9;12:50;7,0;970,0;Varias;964,9;4;February;
03/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,4;0,0;2,8;6:51;22,1;14:58;24;1,7;9,7;18:59;9,1;970,4;Varias;965,8;16;February;
04/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,2;Ip;2,5;23:55;11,9;9:31;99;3,3;8,9;Varias;1,4;974,3;Varias;969,4;0;February;
05/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,4;0,0;-1,9;23:48;10,8;13:36;99;3,6;9,2;Varias;9,6;974,1;0;965,6;24;February;
06/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,6;0,0;-3,8;2:57;12,9;14:42;23;3,9;8,3;10:30;9,0;965,6;0;961,9;15;February;
07/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,0;0,0;0,3;Varias;11,6;14:26;99;5,0;9,2;Varias;9,2;964,3;Varias;961,6;15;February;
08/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,5;3,8;0,6;1:52;8,4;15:05;99;1,4;6,7;Varias;0,0;966,3;Varias;962,0;4;February;
09/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,0;Ip;3,4;4:20;12,7;13:51;99;5,6;11,7;Varias;4,2;968,2;Varias;965,2;0;February;
10/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,3;0,0;4,7;23:35;17,9;14:03;22;5,6;14,4;11:42;7,9;969,1;9;966,4;15;February;
11/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,8;1,3;3,2;1:24;12,4;13:03;99;1,7;7,8;Varias;0,1;968,5;Varias;965,9;15;February;
12/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,2;Ip;3,0;23:04;13,4;14:55;23;1,1;5,0;15:44;2,1;966,2;0;961,1;24;February;
13/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,2;0,0;1,3;2:39;17,2;Varias;99;6,7;12,8;Varias;7,4;966,0;Varias;959,7;4;February;
14/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,8;0,0;2,9;23:40;16,7;15:02;6;2,2;5,8;15:30;8,0;967,3;Varias;964,5;17;February;
15/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,0;0,0;-0,3;6:22;16,3;14:06;99;4,4;12,5;Varias;7,1;965,2;Varias;962,9;13;February;
16/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,6;0,0;9,5;0:25;15,8;12:58;23;5,6;16,4;10:26;5,0;964,2;0;961,8;17;February;
17/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,6;2,2;5,4;23:00;13,7;0:38;21;3,3;13,9;2:14;0,0;973,8;Varias;962,0;4;February;
18/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,6;0,4;-0,2;23:39;9,5;13:28;99;1,7;7,8;Varias;3,1;974,7;Varias;972,4;16;February;
19/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,2;0,0;-3,1;4:04;13,5;16:00;99;1,7;4,2;Varias;8,0;974,4;0;966,1;24;February;
20/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,4;0,0;-4,1;Varias;16,8;14:57;23;2,5;9,7;12:01;10,3;970,9;Varias;963,8;4;February;
21/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,2;0,0;-1,5;2:56;15,9;16:03;99;1,1;3,6;Varias;5,3;972,0;Varias;969,0;16;February;
22/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,0;0,0;-1,8;3:18;19,8;15:00;3;1,9;9,2;Varias;8,5;974,6;Varias;970,3;3;February;
23/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,0;0,0;-4,0;6:55;22,1;15:46;99;1,7;5,0;Varias;10,4;974,5;Varias;971,1;17;February;
24/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,1;0,0;-4,0;6:46;22,2;14:13;4;3,3;7,8;17:33;9,8;971,5;0;961,3;24;February;
25/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,2;0,2;1,3;1:33;15,2;12:14;36;2,5;10,3;17:44;4,5;961,4;Varias;958,4;14;February;
26/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,6;0,6;1,3;Varias;10,0;13:06;35;2,5;9,7;15:40;2,1;963,3;Varias;959,7;24;February;
27/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,8;Ip;3,5;0:30;16,0;13:56;21;3,9;11,7;8:50;2,4;962,9;Varias;956,7;4;February;
28/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,5;0,0;1,1;6:47;17,9;14:22;22;2,2;10,3;14:31;8,2;962,9;1;951,7;24;February;
29/02/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,1;0,0;6,0;23:15;16,2;13:35;20;6,7;25,3;6:15;0,4;952,2;Varias;946,3;5;February;
01/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,5;13,8;7,4;0:00;17,6;14:04;99;7,5;18,1;Varias;6,0;950,9;0;937,5;24;March;
02/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,7;4,3;2,6;21:23;12,8;2:32;22;6,7;30,0;3:12;5,5;956,1;Varias;929,9;3;March;
03/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;11,0;3,3;3,5;0:01;18,5;13:01;29;6,7;23,6;13:46;7,1;959,0;Varias;948,0;11;March;
04/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,6;Ip;6,9;0:32;18,2;15:03;99;4,2;14,4;Varias;2,9;959,0;Varias;953,3;24;March;
05/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,3;2,2;2,3;23:06;14,3;12:10;21;6,7;18,9;5:14;4,6;954,7;Varias;946,3;9;March;
06/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,0;18,9;1,2;8:43;6,8;Varias;29;7,5;20,0;14:12;3,0;964,6;Varias;951,4;4;March;
07/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,6;1,1;-0,1;23:59;11,3;13:31;99;4,7;11,7;Varias;1,8;967,0;Varias;963,7;3;March;
08/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,8;1,5;-0,5;0:26;16,0;14:22;25;3,9;10,8;21:34;4,8;965,7;Varias;961,8;16;March;
09/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,6;0,8;2,5;23:58;10,8;15:44;33;3,6;13,3;14:23;2,4;968,6;Varias;965,5;1;March;
10/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,8;0,0;0,7;6:13;18,9;14:27;99;1,7;9,2;16:09;9,4;967,3;1;964,5;15;March;
11/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,4;0,0;1,1;4:24;23,8;16:00;21;1,4;6,7;Varias;9,0;966,8;0;960,7;16;March;
12/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,4;0,0;7,9;2:17;12,8;11:13;35;3,1;9,7;20:46;0,0;964,5;Varias;961,5;16;March;
13/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,8;0,0;-0,1;23:53;11,7;15:26;99;3,6;8,3;Varias;3,6;964,3;0;961,9;17;March;
14/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,8;0,0;-3,6;5:03;15,3;15:12;99;1,9;5,8;Varias;10,8;964,5;Varias;959,3;24;March;
15/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,6;23,6;-2,9;6:15;20,2;14:58;99;1,4;10,8;Varias;9,0;959,3;0;950,6;15;March;
16/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,0;7,4;3,6;5:30;8,3;15:10;35;3,6;11,7;9:31;0,0;965,5;Varias;953,6;0;March;
17/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,9;0,1;5,3;23:30;10,5;16:30;3;2,5;6,7;Varias;0,0;969,5;Varias;965,1;3;March;
18/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,6;0,0;3,5;4:54;17,8;14:30;99;1,9;5,0;Varias;7,2;968,7;0;963,8;24;March;
19/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,0;0,0;4,6;5:06;19,4;13:52;99;4,2;10,8;Varias;9,1;963,8;0;958,0;Varias;March;
20/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,6;0,0;4,9;5:26;16,2;13:56;13;3,3;12,5;12:33;8,0;958,1;0;955,1;17;March;
21/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,6;0,0;3,7;23:38;17,4;14:20;99;2,8;7,2;Varias;10,4;955,4;0;950,3;16;March;
22/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,2;0,0;0,8;5:36;17,6;14:07;1;3,6;10,3;16:59;10,3;957,0;Varias;952,3;3;March;
23/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,8;0,0;5,4;23:28;16,1;14:02;8;2,2;10,3;19:07;2,7;959,8;Varias;956,9;0;March;
24/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;10,4;0,0;2,9;6:05;17,9;14:07;3;2,5;8,3;17:07;9,3;960,3;Varias;956,5;16;March;
25/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,2;0,0;0,0;5:45;16,3;Varias;32;4,2;11,7;17:01;9,3;957,2;0;953,8;16;March;
26/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,4;0,0;-2,0;23:56;10,7;13:15;2;5,3;14,4;Varias;3,3;955,1;0;951,8;14;March;
27/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,5;0,0;-4,7;5:16;13,7;15:23;99;3,1;8,9;Varias;11,8;957,5;Varias;953,6;16;March;
28/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;7,2;0,0;-2,3;Varias;16,7;13:53;2;3,3;8,9;17:47;11,5;961,3;Varias;957,5;0;March;
29/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;5,2;0,5;-2,8;6:06;13,3;12:51;2;3,3;11,4;Varias;6,7;961,7;Varias;960,0;15;March;
30/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;2,6;0,3;-1,4;22:24;6,7;14:36;99;3,9;12,5;Varias;5,3;961,4;1;955,2;24;March;
31/03/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;4,0;0,3;-0,8;0:08;8,7;21:29;13;3,3;10,8;19:12;0,0;955,2;0;952,4;15;March;
01/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;9,6;2,2;7,4;Varias;11,9;Varias;10;2,8;10,3;16:22;0,6;954,5;Varias;952,8;15;April;
02/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,0;Ip;1,9;23:54;14,1;13:52;2;3,9;11,4;14:30;3,2;959,5;Varias;953,1;3;April;
03/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;6,0;0,0;-2,7;5:55;14,7;15:29;7;1,9;8,9;13:23;12,1;960,1;Varias;956,5;17;April;
04/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;8,2;0,0;-2,8;4:49;19,3;14:59;15;5,0;16,4;20:37;11,4;957,7;Varias;953,3;16;April;
05/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;14,2;1,0;8,5;5:05;20,0;13:05;17;3,6;11,4;11:32;9,2;957,4;Varias;954,0;17;April;
06/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,0;2,3;10,0;Varias;15,9;12:09;16;2,2;13,9;0:48;0,8;964,0;Varias;957,2;2;April;
07/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;12,2;0,0;7,1;23:59;17,2;14:54;99;1,9;7,8;Varias;2,4;965,1;Varias;962,5;4;April;
08/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,7;0,0;6,2;2:33;21,2;15:20;23;2,8;7,2;Varias;11,3;965,1;0;960,5;16;April;
09/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,8;Ip;4,1;5:34;23,5;14:19;18;1,4;7,8;14:02;10,4;961,9;0;957,3;16;April;
10/04/2020;9091R;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;513;13,8;Ip;9,5;5:35;18,2;12:45;18;2,5;7,8;13:37;0,6;961,3;Varias;959,3;3;April;
